Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL,MarketStatus,TickSize,TickSizeRemark
684,0.240,500,0.000,0.00,-,'7211,TAFI INDUSTRIES BERHAD,23 Oct 2019,-,0.24,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.300,80,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7211,MarketClosed,0.0,
685,0.035,"39,913",0.000,0.00,0.035,'2259,TALAM TRANSFORM BERHAD,23 Oct 2019,0.035,0.035,0.030,MAIN MARKET,0.035,s,PROPERTY,0.040,"204,458",05:00PM,"9,828",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2259,MarketNoChange,0.0,
686,0.920,322,0.000,0.00,0.930,'8524,TALIWORKS CORPORATION BERHAD,23 Oct 2019,0.930,0.93,0.925,MAIN MARKET,0.930,s,UTILITIES,0.930,968,05:00PM,"10,761",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8524,MarketNoChange,0.0,
687,0.755,102,0.015,+2.01,0.760,'5191,TAMBUN INDAH LAND BERHAD,23 Oct 2019,0.765,0.745,0.745,MAIN MARKET,0.750,s,PROPERTY,0.760,610,05:00PM,"3,561",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5191,MarketGapUp,2.0000000000000018,
688,1.340,894,-0.020,-1.47,1.340,'4405,TAN CHONG MOTOR HOLDINGS BERHAD,23 Oct 2019,1.360,1.36,1.330,MAIN MARKET,1.340,s,CONSUMER PRODUCTS & SERVICES,1.380,3,05:00PM,"3,381",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4405,MarketGapDown,0.0,
689,0.055,"26,038",0.005,+9.09,0.060,'2429,TANCO HOLDINGS BERHAD,23 Oct 2019,0.060,0.055,0.055,MAIN MARKET,0.055,s,PROPERTY,0.060,"21,509",05:00PM,"25,161",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2429,MarketNoChange,0.9999999999999994,
690,0.280,10,0.010,+3.70,0.280,'5149,TAS OFFSHORE BERHAD,23 Oct 2019,0.285,0.27,0.275,MAIN MARKET,0.275,s,TRANSPORTATION & LOGISTICS,0.285,210,05:00PM,"4,115",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5149,MarketGapUp,1.0000000000000009,
691,1.200,30,0.100,+8.93,1.220,'5140,TASCO BERHAD,23 Oct 2019,1.220,1.12,1.150,MAIN MARKET,1.150,s,TRANSPORTATION & LOGISTICS,1.220,25,05:00PM,536,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5140,MarketGapUp,7.000000000000006,
692,5.300,80,0.000,0.00,-,'4448,TASEK CORPORATION BERHAD,23 Oct 2019,-,5.35,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,5.780,22,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4448,MarketClosed,0.0,
693,0.160,"18,258",0.000,0.00,0.165,'2054,TDM BERHAD,23 Oct 2019,0.165,0.165,0.165,MAIN MARKET,0.165,s,PLANTATION,0.165,"18,704",05:00PM,"19,664",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2054,MarketNoChange,0.0,
694,0.750,248,0.000,0.00,0.750,'5289,TECHBOND GROUP BERHAD,23 Oct 2019,0.750,0.75,0.750,MAIN MARKET,0.750,s,INDUSTRIAL PRODUCTS & SERVICES,0.755,350,05:00PM,"1,120",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5289,MarketNoChange,0.0,
695,0.980,10,0.000,0.00,-,'7439,TECK GUAN PERDANA BERHAD,23 Oct 2019,-,1.01,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,1.050,50,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7439,MarketClosed,0.0,
696,0.265,484,-0.015,-5.36,0.265,'7200,TEK SENG HOLDINGS BERHAD,23 Oct 2019,0.285,0.28,0.265,MAIN MARKET,0.270,s,CONSUMER PRODUCTS & SERVICES,0.270,440,05:00PM,"3,086",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7200,MarketGapDown,1.0000000000000009,
697,3.910,"1,000",0.030,+0.77,3.920,'4863,TELEKOM MALAYSIA BERHAD,23 Oct 2019,3.930,3.89,3.830,MAIN MARKET,3.830,s,TELECOMMUNICATIONS & MEDIA,3.920,"8,441",05:00PM,"59,974",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4863,MarketGapDown,8.999999999999986,
698,13.640,743,-0.120,-0.87,13.680,'5347,TENAGA NASIONAL BHD,23 Oct 2019,13.800,13.8,13.620,MAIN MARKET,13.700,s,UTILITIES,13.680,"7,182",05:00PM,"19,132",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5347,MarketGapDown,0.9999999999999787,
699,1.280,23,0.000,0.00,-,'9369,TEO GUAN LEE CORPORATION BERHAD,23 Oct 2019,-,1.28,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,1.320,20,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9369,MarketClosed,0.0,
700,1.240,495,0.020,+1.64,1.240,'7252,TEO SENG CAPITAL BERHAD,23 Oct 2019,1.240,1.22,1.220,MAIN MARKET,1.220,s,CONSUMER PRODUCTS & SERVICES,1.250,"6,758",05:00PM,"11,945",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7252,MarketNoChange,2.0000000000000018,
701,0.395,130,0.000,0.00,0.400,'8702,TEXCHEM RESOURCES BERHAD,23 Oct 2019,0.400,0.4,0.400,MAIN MARKET,0.400,s,INDUSTRIAL PRODUCTS & SERVICES,0.425,150,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8702,MarketNoChange,0.0,
702,0.060,"14,386",0.000,0.00,0.065,'7206,TH HEAVY ENGINEERING BERHAD,23 Oct 2019,0.065,0.065,0.060,MAIN MARKET,0.060,s,ENERGY,0.065,"35,482",05:00PM,"4,311",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7206,MarketGapDown,0.0,OpenAndClosePriceMismatch
703,0.330,30,-0.010,-2.90,0.335,'5112,TH PLANTATIONS BERHAD,23 Oct 2019,0.345,0.345,0.330,MAIN MARKET,0.345,s,PLANTATION,0.335,430,05:00PM,"1,590",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5112,MarketNoChange,1.9999999999999907,
704,0.520,450,0.005,+0.95,0.530,'9075,THETA EDGE BERHAD,23 Oct 2019,0.530,0.525,0.520,MAIN MARKET,0.530,s,TECHNOLOGY,0.540,102,05:00PM,"1,820",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9075,MarketGapUp,0.0,
705,2.760,45,0.000,0.00,2.760,'7034,THONG GUAN INDUSTRIES BERHAD,23 Oct 2019,2.780,2.76,2.720,MAIN MARKET,2.780,s,INDUSTRIAL PRODUCTS & SERVICES,2.770,30,05:00PM,"2,465",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7034,MarketGapUp,0.0,OpenAndClosePriceMismatch
706,0.790,740,0.000,0.00,0.795,'0012,THREE-A RESOURCES BERHAD,23 Oct 2019,0.800,0.795,0.795,MAIN MARKET,0.800,s,CONSUMER PRODUCTS & SERVICES,0.795,110,05:00PM,290,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0012,MarketGapUp,0.0,OpenAndClosePriceMismatch
707,0.200,331,0.010,+5.26,0.200,'7889,THRIVEN GLOBAL BERHAD,23 Oct 2019,0.205,0.19,0.195,MAIN MARKET,0.195,s,PROPERTY,0.205,580,05:00PM,"16,285",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7889,MarketGapUp,1.0000000000000009,
708,1.230,315,0.000,0.00,-,'7374,TIEN WAH PRESS HOLDINGS BERHAD,23 Oct 2019,-,1.24,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.340,202,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7374,MarketClosed,0.0,
709,0.055,"144,061",0.005,+10.00,0.055,'7079,TIGER SYNERGY BERHAD,23 Oct 2019,0.060,0.05,0.050,MAIN MARKET,0.050,s,PROPERTY,0.060,"214,878",05:00PM,"244,012",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7079,MarketNoChange,0.9999999999999994,
710,0.505,100,0.000,0.00,-,'7854,TIMBERWELL BERHAD,23 Oct 2019,-,0.57,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.570,82,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7854,MarketClosed,0.0,
711,9.220,22,-0.020,-0.22,9.250,'5031,TIME DOTCOM BERHAD,23 Oct 2019,9.260,9.27,9.150,MAIN MARKET,9.150,s,TELECOMMUNICATIONS & MEDIA,9.250,190,05:00PM,"2,506",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5031,MarketGapDown,9.999999999999964,
712,0.470,769,0.000,0.00,0.470,'8397,TIONG NAM LOGISTICS HOLDINGS BERHAD,23 Oct 2019,0.480,0.47,0.470,MAIN MARKET,0.470,s,TRANSPORTATION & LOGISTICS,0.480,400,05:00PM,"1,057",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8397,MarketNoChange,0.0,
713,0.290,822,0.000,0.00,0.290,'5239,TITIJAYA LAND BERHAD,23 Oct 2019,0.295,0.29,0.290,MAIN MARKET,0.290,s,PROPERTY,0.295,"4,377",05:00PM,"15,063",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5239,MarketNoChange,0.0,
714,0.675,15,0.030,+4.62,0.680,'0101,TMC LIFE SCIENCES BERHAD,23 Oct 2019,0.700,0.65,0.655,MAIN MARKET,0.655,s,HEALTH CARE,0.680,"1,576",05:00PM,"7,310",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0101,MarketGapUp,5.000000000000004,
715,0.415,100,-0.005,-1.18,0.420,'7230,TOMEI CONSOLIDATED BERHAD,23 Oct 2019,0.425,0.425,0.420,MAIN MARKET,0.425,s,CONSUMER PRODUCTS & SERVICES,0.420,429,05:00PM,"1,113",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7230,MarketNoChange,1.0000000000000009,
716,0.510,129,0.005,+0.98,0.515,'7285,TOMYPAK HOLDINGS BERHAD,23 Oct 2019,0.515,0.51,0.505,MAIN MARKET,0.505,s,INDUSTRIAL PRODUCTS & SERVICES,0.515,"1,140",05:00PM,460,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7285,MarketGapDown,2.0000000000000018,
717,2.510,205,0.000,0.00,2.520,'5010,TONG HERR RESOURCES BERHAD,23 Oct 2019,2.560,2.52,2.520,MAIN MARKET,2.560,s,INDUSTRIAL PRODUCTS & SERVICES,2.520,141,05:00PM,117,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5010,MarketGapUp,0.0,OpenAndClosePriceMismatch
718,4.340,100,0.040,+0.92,4.390,'7113,TOP GLOVE CORPORATION BHD,23 Oct 2019,4.390,4.35,4.330,MAIN MARKET,4.350,s,HEALTH CARE,4.390,"1,584",05:00PM,"11,775",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7113,MarketNoChange,4.0000000000000036,
719,0.850,99,0.005,+0.58,0.865,'5111,TOWER REAL ESTATE INVESTMENT TRUST,23 Oct 2019,0.865,0.86,0.850,MAIN MARKET,0.860,s,REAL ESTATE INVESTMENT TRUSTS,0.865,328,05:00PM,621,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5111,MarketNoChange,1.0000000000000009,
720,0.685,100,0.030,+4.29,0.730,'7173,TOYO INK GROUP BERHAD,23 Oct 2019,0.730,0.7,0.730,MAIN MARKET,0.730,s,INDUSTRIAL PRODUCTS & SERVICES,0.720,257,05:00PM,2,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7173,MarketGapUp,0.0,
721,0.300,500,0.000,0.00,-,'7176,TPC PLUS BERHAD,23 Oct 2019,-,0.32,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.330,46,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7176,MarketClosed,0.0,
722,0.500,1,0.000,0.00,-,'7218,TRANSOCEAN HOLDINGS BHD,23 Oct 2019,-,0.5,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,0.600,1,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7218,MarketClosed,0.0,
723,0.470,"5,407",0.000,0.00,0.475,'5054,TRC SYNERGY BERHAD,23 Oct 2019,0.490,0.475,0.470,MAIN MARKET,0.480,s,CONSTRUCTION,0.475,"3,239",05:00PM,"15,384",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5054,MarketGapUp,0.0,OpenAndClosePriceMismatch
724,0.010,"1,165,316",0.005,+50.00,0.015,'0118,TRIVE PROPERTY GROUP BERHAD,23 Oct 2019,0.015,0.01,0.015,MAIN MARKET,0.015,s,TECHNOLOGY,0.015,"79,226",05:00PM,"7,333",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0118,MarketGapUp,0.0,
725,0.825,200,0.000,0.00,0.830,'5401,TROPICANA CORPORATION BERHAD,23 Oct 2019,0.830,0.83,0.820,MAIN MARKET,0.825,s,PROPERTY,0.830,"1,756",05:00PM,"1,376",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5401,MarketGapDown,0.0,OpenAndClosePriceMismatch
726,0.880,310,0.000,0.00,0.900,'9059,TSH RESOURCES BERHAD,23 Oct 2019,0.900,0.9,0.885,MAIN MARKET,0.885,s,PLANTATION,0.900,149,05:00PM,610,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9059,MarketGapDown,0.0,OpenAndClosePriceMismatch
727,0.355,160,0.000,0.00,-,'5042,TSR CAPITAL BERHAD,23 Oct 2019,-,0.36,-,MAIN MARKET,-,s,CONSTRUCTION,0.390,27,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5042,MarketClosed,0.0,
728,0.585,143,0.000,0.00,0.585,'5230,TUNE PROTECT GROUP BERHAD,23 Oct 2019,0.590,0.585,0.585,MAIN MARKET,0.590,s,FINANCIAL SERVICES,0.590,"1,136",05:00PM,"6,596",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5230,MarketGapUp,0.0,OpenAndClosePriceMismatch
729,0.600,89,-0.035,-5.51,0.600,'5167,TURBO-MECH BERHAD,23 Oct 2019,0.600,0.635,0.600,MAIN MARKET,0.600,s,INDUSTRIAL PRODUCTS & SERVICES,0.620,100,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5167,MarketGapDown,0.0,
730,0.105,300,0.000,0.00,-,'4359,TURIYA BERHAD,23 Oct 2019,-,0.1,-,MAIN MARKET,-,s,TECHNOLOGY,0.120,228,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4359,MarketClosed,0.0,
731,2.800,"3,640",0.010,+0.36,2.800,'7100,UCHI TECHNOLOGIES BERHAD,23 Oct 2019,2.830,2.79,2.800,MAIN MARKET,2.810,s,INDUSTRIAL PRODUCTS & SERVICES,2.820,228,05:00PM,"1,878",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7100,MarketGapUp,1.000000000000023,
732,3.170,441,0.000,0.00,3.180,'1368,UEM EDGENTA BERHAD,23 Oct 2019,3.180,3.18,3.120,MAIN MARKET,3.130,s,INDUSTRIAL PRODUCTS & SERVICES,3.250,33,05:00PM,"3,339",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1368,MarketGapDown,0.0,OpenAndClosePriceMismatch
733,0.685,"1,585",-0.005,-0.72,0.690,'5148,UEM SUNRISE BERHAD,23 Oct 2019,0.695,0.695,0.685,MAIN MARKET,0.695,s,PROPERTY,0.690,201,05:00PM,"4,835",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5148,MarketNoChange,1.0000000000000009,
734,1.810,60,-0.010,-0.52,1.900,'7137,UMS HOLDINGS BERHAD,23 Oct 2019,1.900,1.91,1.810,MAIN MARKET,1.810,s,INDUSTRIAL PRODUCTS & SERVICES,1.900,249,05:00PM,45,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7137,MarketGapDown,8.999999999999986,
735,0.815,70,0.000,0.00,-,'7227,UMS-NEIKEN GROUP BERHAD,23 Oct 2019,-,0.88,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.900,30,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7227,MarketClosed,0.0,
736,4.410,55,-0.050,-1.11,4.450,'4588,UMW HOLDINGS BERHAD,23 Oct 2019,4.560,4.5,4.410,MAIN MARKET,4.560,s,CONSUMER PRODUCTS & SERVICES,4.450,20,05:00PM,"1,648",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4588,MarketGapUp,10.999999999999943,
737,1.230,108,0.010,+0.81,1.240,'7091,UNIMECH GROUP BERHAD,23 Oct 2019,1.240,1.23,1.230,MAIN MARKET,1.240,s,INDUSTRIAL PRODUCTS & SERVICES,1.240,89,05:00PM,201,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7091,MarketGapUp,0.0,
738,2.510,238,-0.030,-1.18,2.510,'5005,UNISEM (M) BERHAD,23 Oct 2019,2.570,2.54,2.480,MAIN MARKET,2.520,s,TECHNOLOGY,2.520,47,05:00PM,"5,682",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5005,MarketGapDown,1.000000000000023,
739,5.160,51,-0.020,-0.39,5.160,'2593,UNITED MALACCA BERHAD,23 Oct 2019,5.170,5.18,5.160,MAIN MARKET,5.160,s,PLANTATION,5.170,5,05:00PM,555,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2593,MarketGapDown,0.0,
740,24.840,20,0.140,+0.56,24.980,'2089,UNITED PLANTATIONS BERHAD,23 Oct 2019,24.980,24.84,24.840,MAIN MARKET,24.960,s,PLANTATION,25.000,6,05:00PM,48,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2089,MarketGapUp,0.9999999999999787,
741,0.560,41,-0.010,-1.75,0.560,'7133,UNITED U-LI CORPORATION BERHAD,23 Oct 2019,0.575,0.57,0.555,MAIN MARKET,0.570,s,INDUSTRIAL PRODUCTS & SERVICES,0.565,240,05:00PM,"2,779",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7133,MarketNoChange,1.9999999999999796,
742,1.970,112,0.000,0.00,1.970,'5200,UOA DEVELOPMENT BHD,23 Oct 2019,1.990,1.97,1.970,MAIN MARKET,1.990,s,PROPERTY,1.980,"2,130",05:00PM,153,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5200,MarketGapUp,0.0,OpenAndClosePriceMismatch
743,1.210,653,0.000,0.00,1.220,'5110,UOA REAL ESTATE INVESTMENT TRUST,23 Oct 2019,1.230,1.22,1.210,MAIN MARKET,1.220,s,REAL ESTATE INVESTMENT TRUSTS,1.220,102,05:00PM,"1,352",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5110,MarketNoChange,0.0,
744,2.180,20,0.000,0.00,2.200,'7757,UPA CORPORATION BHD,23 Oct 2019,2.200,2.2,2.200,MAIN MARKET,2.200,s,CONSUMER PRODUCTS & SERVICES,2.200,20,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7757,MarketNoChange,0.0,
745,2.010,90,0.050,+2.55,2.010,'5292,UWC BERHAD,23 Oct 2019,2.020,1.96,1.970,MAIN MARKET,1.970,s,TECHNOLOGY,2.020,"1,355",05:00PM,"15,592",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5292,MarketGapUp,3.9999999999999813,
746,1.080,"3,838",0.050,+4.85,1.080,'7250,UZMA BERHAD,23 Oct 2019,1.080,1.03,1.030,MAIN MARKET,1.030,s,ENERGY,1.090,"2,274",05:00PM,"82,179",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7250,MarketNoChange,5.000000000000004,
747,1.380,"1,920",0.010,+0.73,1.380,'6963,V.S. INDUSTRY BERHAD,23 Oct 2019,1.400,1.37,1.360,MAIN MARKET,1.370,s,INDUSTRIAL PRODUCTS & SERVICES,1.390,"4,277",05:00PM,"127,345",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6963,MarketNoChange,0.9999999999999787,
748,0.350,"113,621",0.025,+7.58,0.355,'5243,VELESTO ENERGY BERHAD,23 Oct 2019,0.365,0.33,0.330,MAIN MARKET,0.335,s,ENERGY,0.355,"108,922",05:00PM,"1,606,954",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5243,MarketGapUp,3.9999999999999925,
749,0.290,60,0.000,0.00,0.295,'4995,VERSATILE CREATIVE BERHAD,23 Oct 2019,0.295,0.295,0.290,MAIN MARKET,0.290,s,INDUSTRIAL PRODUCTS & SERVICES,0.300,50,05:00PM,280,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4995,MarketGapDown,0.0,OpenAndClosePriceMismatch
750,0.900,561,0.010,+1.12,0.905,'7240,VERTICE BERHAD,23 Oct 2019,0.905,0.895,0.885,MAIN MARKET,0.885,s,CONSUMER PRODUCTS & SERVICES,0.905,534,05:00PM,"6,991",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7240,MarketGapDown,4.0000000000000036,
751,8.050,10,0.010,+0.12,8.110,'0097,VITROX CORPORATION BERHAD,23 Oct 2019,8.130,8.1,8.060,MAIN MARKET,8.100,s,TECHNOLOGY,8.110,261,05:00PM,"2,530",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0097,MarketNoChange,0.9999999999999787,
752,0.865,576,-0.015,-1.70,0.865,'7070,VIZIONE HOLDINGS BERHAD,23 Oct 2019,0.880,0.88,0.865,MAIN MARKET,0.875,s,CONSTRUCTION,0.870,50,05:00PM,"13,292",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7070,MarketGapDown,2.0000000000000018,
753,1.030,599,0.000,0.00,-,'5162,VSTECS BERHAD,23 Oct 2019,-,1.04,-,MAIN MARKET,-,s,TECHNOLOGY,1.040,555,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5162,MarketClosed,0.0,
754,1.120,693,0.070,+6.60,1.130,'5142,WAH SEONG CORPORATION BERHAD,23 Oct 2019,1.150,1.06,1.050,MAIN MARKET,1.070,s,ENERGY,1.130,"2,141",05:00PM,"89,298",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5142,MarketGapUp,5.999999999999983,
755,0.890,59,-0.015,-1.66,0.890,'7203,WANG-ZHENG BERHAD,23 Oct 2019,0.900,0.905,0.885,MAIN MARKET,0.890,s,CONSUMER PRODUCTS & SERVICES,0.900,65,05:00PM,"1,206",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7203,MarketGapDown,0.0,
756,1.780,1,-0.160,-8.21,1.790,'5016,WARISAN TC HOLDINGS BERHAD,23 Oct 2019,1.790,1.95,1.790,MAIN MARKET,1.790,s,CONSUMER PRODUCTS & SERVICES,2.100,1,05:00PM,1,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5016,MarketGapDown,0.0,
757,0.445,30,0.000,0.00,-,'7226,WATTA HOLDING BERHAD,23 Oct 2019,-,0.5,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.490,39,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7226,MarketClosed,0.0,
758,0.340,5,-0.065,-16.05,0.340,'3565,WCE HOLDINGS BERHAD,23 Oct 2019,0.370,0.405,0.335,MAIN MARKET,0.355,s,CONSTRUCTION,0.345,737,05:00PM,"54,743",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3565,MarketGapDown,2.9999999999999916,
759,0.885,"2,031",-0.005,-0.56,0.885,'9679,WCT HOLDINGS BERHAD,23 Oct 2019,0.895,0.89,0.880,MAIN MARKET,0.890,s,CONSTRUCTION,0.890,570,05:00PM,"17,249",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9679,MarketNoChange,1.0000000000000009,
760,1.140,7,-0.010,-0.87,1.140,'7231,WELLCALL HOLDINGS BERHAD,23 Oct 2019,1.160,1.15,1.140,MAIN MARKET,1.160,s,INDUSTRIAL PRODUCTS & SERVICES,1.160,37,05:00PM,"1,890",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7231,MarketGapUp,2.0000000000000018,
761,4.280,206,-0.070,-1.61,4.280,'5246,WESTPORTS HOLDINGS BERHAD,23 Oct 2019,4.400,4.35,4.260,MAIN MARKET,4.390,s,TRANSPORTATION & LOGISTICS,4.290,404,05:00PM,"14,682",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5246,MarketGapUp,10.999999999999943,
762,1.120,29,0.020,+1.80,1.130,'5009,WHITE HORSE BERHAD,23 Oct 2019,1.130,1.11,1.090,MAIN MARKET,1.120,s,INDUSTRIAL PRODUCTS & SERVICES,1.130,100,05:00PM,222,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5009,MarketGapUp,0.9999999999999787,
763,0.490,100,0.000,0.00,-,'7692,WIDETECH (MALAYSIA) BERHAD,23 Oct 2019,-,0.565,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.700,200,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7692,MarketClosed,0.0,
764,0.430,150,-0.010,-2.25,0.435,'0008,WILLOWGLEN MSC BERHAD,23 Oct 2019,0.460,0.445,0.435,MAIN MARKET,0.455,s,TECHNOLOGY,0.435,215,05:00PM,"9,571",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0008,MarketGapUp,4.0000000000000036,
